TrialSerial,Side,Cal_Met_Angle_X_HS,Cal_Met_Angle_X_MAX_ST,Cal_Met_Angle_X_MAX_ST_time,Cal_Met_Angle_X_MAX_SW,Cal_Met_Angle_X_MAX_SW_time,Cal_Met_Angle_X_MIN_ST,Cal_Met_Angle_X_MIN_ST_time,Cal_Met_Angle_X_MIN_SW,Cal_Met_Angle_X_MIN_SW_time,Cal_Met_Angle_X_ROM,Cal_Met_Angle_X_TO,Cal_Met_Angle_X_MAX,Cal_Met_Angle_X_MAX_time,Cal_Met_Angle_X_MIN,Cal_Met_Angle_X_MIN_time,Cal_Met_Angle_X_MIN_PF,Cal_Met_Angle_X_MIN_PF_time,Cal_Met_Angle_Y_HS,Cal_Met_Angle_Y_MAX_ST,Cal_Met_Angle_Y_MAX_ST_time,Cal_Met_Angle_Y_MAX_SW,Cal_Met_Angle_Y_MAX_SW_time,Cal_Met_Angle_Y_MIN_ST,Cal_Met_Angle_Y_MIN_ST_time,Cal_Met_Angle_Y_MIN_SW,Cal_Met_Angle_Y_MIN_SW_time,Cal_Met_Angle_Y_ROM,Cal_Met_Angle_Y_TO,Cal_Met_Angle_Y_MAX,Cal_Met_Angle_Y_MAX_time,Cal_Met_Angle_Y_MIN,Cal_Met_Angle_Y_MIN_time,Cal_Met_Angle_Z_HS,Cal_Met_Angle_Z_MAX_ST,Cal_Met_Angle_Z_MAX_ST_time,Cal_Met_Angle_Z_MAX_SW,Cal_Met_Angle_Z_MAX_SW_time,Cal_Met_Angle_Z_MIN_ST,Cal_Met_Angle_Z_MIN_ST_time,Cal_Met_Angle_Z_MIN_SW,Cal_Met_Angle_Z_MIN_SW_time,Cal_Met_Angle_Z_ROM,Cal_Met_Angle_Z_TO,Cal_Met_Angle_Z_MAX,Cal_Met_Angle_Z_MAX_time,Cal_Met_Angle_Z_MIN,Cal_Met_Angle_Z_MIN_time,Cal_Mid_Angle_X_HS,Cal_Mid_Angle_X_MAX_ST,Cal_Mid_Angle_X_MAX_ST_time,Cal_Mid_Angle_X_MAX_SW,Cal_Mid_Angle_X_MAX_SW_time,Cal_Mid_Angle_X_MIN_ST,Cal_Mid_Angle_X_MIN_ST_time,Cal_Mid_Angle_X_MIN_SW,Cal_Mid_Angle_X_MIN_SW_time,Cal_Mid_Angle_X_ROM,Cal_Mid_Angle_X_TO,Cal_Mid_Angle_X_MAX,Cal_Mid_Angle_X_MAX_time,Cal_Mid_Angle_X_MIN,Cal_Mid_Angle_X_MIN_time,Cal_Mid_Angle_X_MIN_PF,Cal_Mid_Angle_X_MIN_PF_time,Cal_Mid_Angle_Y_HS,Cal_Mid_Angle_Y_MAX_ST,Cal_Mid_Angle_Y_MAX_ST_time,Cal_Mid_Angle_Y_MAX_SW,Cal_Mid_Angle_Y_MAX_SW_time,Cal_Mid_Angle_Y_MIN_ST,Cal_Mid_Angle_Y_MIN_ST_time,Cal_Mid_Angle_Y_MIN_SW,Cal_Mid_Angle_Y_MIN_SW_time,Cal_Mid_Angle_Y_ROM,Cal_Mid_Angle_Y_TO,Cal_Mid_Angle_Y_MAX,Cal_Mid_Angle_Y_MAX_time,Cal_Mid_Angle_Y_MIN,Cal_Mid_Angle_Y_MIN_time,Cal_Mid_Angle_Z_HS,Cal_Mid_Angle_Z_MAX_ST,Cal_Mid_Angle_Z_MAX_ST_time,Cal_Mid_Angle_Z_MAX_SW,Cal_Mid_Angle_Z_MAX_SW_time,Cal_Mid_Angle_Z_MIN_ST,Cal_Mid_Angle_Z_MIN_ST_time,Cal_Mid_Angle_Z_MIN_SW,Cal_Mid_Angle_Z_MIN_SW_time,Cal_Mid_Angle_Z_ROM,Cal_Mid_Angle_Z_TO,Cal_Mid_Angle_Z_MAX,Cal_Mid_Angle_Z_MAX_time,Cal_Mid_Angle_Z_MIN,Cal_Mid_Angle_Z_MIN_time,Mid_Met_Angle_X_HS,Mid_Met_Angle_X_MAX_ST,Mid_Met_Angle_X_MAX_ST_time,Mid_Met_Angle_X_MAX_SW,Mid_Met_Angle_X_MAX_SW_time,Mid_Met_Angle_X_MIN_ST,Mid_Met_Angle_X_MIN_ST_time,Mid_Met_Angle_X_MIN_SW,Mid_Met_Angle_X_MIN_SW_time,Mid_Met_Angle_X_ROM,Mid_Met_Angle_X_TO,Mid_Met_Angle_X_MAX,Mid_Met_Angle_X_MAX_time,Mid_Met_Angle_X_MIN,Mid_Met_Angle_X_MIN_time,Mid_Met_Angle_Y_HS,Mid_Met_Angle_Y_MAX_ST,Mid_Met_Angle_Y_MAX_ST_time,Mid_Met_Angle_Y_MAX_SW,Mid_Met_Angle_Y_MAX_SW_time,Mid_Met_Angle_Y_MIN_ST,Mid_Met_Angle_Y_MIN_ST_time,Mid_Met_Angle_Y_MIN_SW,Mid_Met_Angle_Y_MIN_SW_time,Mid_Met_Angle_Y_ROM,Mid_Met_Angle_Y_TO,Mid_Met_Angle_Y_MAX,Mid_Met_Angle_Y_MAX_time,Mid_Met_Angle_Y_MIN,Mid_Met_Angle_Y_MIN_time,Mid_Met_Angle_Z_HS,Mid_Met_Angle_Z_MAX_ST,Mid_Met_Angle_Z_MAX_ST_time,Mid_Met_Angle_Z_MAX_SW,Mid_Met_Angle_Z_MAX_SW_time,Mid_Met_Angle_Z_MIN_ST,Mid_Met_Angle_Z_MIN_ST_time,Mid_Met_Angle_Z_MIN_SW,Mid_Met_Angle_Z_MIN_SW_time,Mid_Met_Angle_Z_ROM,Mid_Met_Angle_Z_TO,Mid_Met_Angle_Z_MAX,Mid_Met_Angle_Z_MAX_time,Mid_Met_Angle_Z_MIN,Mid_Met_Angle_Z_MIN_time,Sha_Cal_Angle_X_HS,Sha_Cal_Angle_X_MAX_ST,Sha_Cal_Angle_X_MAX_ST_time,Sha_Cal_Angle_X_MAX_SW,Sha_Cal_Angle_X_MAX_SW_time,Sha_Cal_Angle_X_MIN_ST,Sha_Cal_Angle_X_MIN_ST_time,Sha_Cal_Angle_X_MIN_SW,Sha_Cal_Angle_X_MIN_SW_time,Sha_Cal_Angle_X_ROM,Sha_Cal_Angle_X_TO,Sha_Cal_Angle_X_MAX,Sha_Cal_Angle_X_MAX_time,Sha_Cal_Angle_X_MIN,Sha_Cal_Angle_X_MIN_time,Sha_Cal_Angle_X_MIN_PF,Sha_Cal_Angle_X_MIN_PF_time,Sha_Cal_Angle_Y_HS,Sha_Cal_Angle_Y_MAX_ST,Sha_Cal_Angle_Y_MAX_ST_time,Sha_Cal_Angle_Y_MAX_SW,Sha_Cal_Angle_Y_MAX_SW_time,Sha_Cal_Angle_Y_MIN_ST,Sha_Cal_Angle_Y_MIN_ST_time,Sha_Cal_Angle_Y_MIN_SW,Sha_Cal_Angle_Y_MIN_SW_time,Sha_Cal_Angle_Y_ROM,Sha_Cal_Angle_Y_TO,Sha_Cal_Angle_Y_MAX,Sha_Cal_Angle_Y_MAX_time,Sha_Cal_Angle_Y_MIN,Sha_Cal_Angle_Y_MIN_time,Sha_Cal_Angle_Z_HS,Sha_Cal_Angle_Z_MAX_ST,Sha_Cal_Angle_Z_MAX_ST_time,Sha_Cal_Angle_Z_MAX_SW,Sha_Cal_Angle_Z_MAX_SW_time,Sha_Cal_Angle_Z_MIN_ST,Sha_Cal_Angle_Z_MIN_ST_time,Sha_Cal_Angle_Z_MIN_SW,Sha_Cal_Angle_Z_MIN_SW_time,Sha_Cal_Angle_Z_ROM,Sha_Cal_Angle_Z_TO,Sha_Cal_Angle_Z_MAX,Sha_Cal_Angle_Z_MAX_time,Sha_Cal_Angle_Z_MIN,Sha_Cal_Angle_Z_MIN_time,Sha_Foot_Angle_X_HS,Sha_Foot_Angle_X_MAX_ST,Sha_Foot_Angle_X_MAX_ST_time,Sha_Foot_Angle_X_MAX_SW,Sha_Foot_Angle_X_MAX_SW_time,Sha_Foot_Angle_X_MIN_ST,Sha_Foot_Angle_X_MIN_ST_time,Sha_Foot_Angle_X_MIN_SW,Sha_Foot_Angle_X_MIN_SW_time,Sha_Foot_Angle_X_ROM,Sha_Foot_Angle_X_TO,Sha_Foot_Angle_X_MAX,Sha_Foot_Angle_X_MAX_time,Sha_Foot_Angle_X_MIN,Sha_Foot_Angle_X_MIN_time,Sha_Foot_Angle_X_MIN_PF,Sha_Foot_Angle_X_MIN_PF_time,Sha_Foot_Angle_Y_HS,Sha_Foot_Angle_Y_MAX_ST,Sha_Foot_Angle_Y_MAX_ST_time,Sha_Foot_Angle_Y_MAX_SW,Sha_Foot_Angle_Y_MAX_SW_time,Sha_Foot_Angle_Y_MIN_ST,Sha_Foot_Angle_Y_MIN_ST_time,Sha_Foot_Angle_Y_MIN_SW,Sha_Foot_Angle_Y_MIN_SW_time,Sha_Foot_Angle_Y_ROM,Sha_Foot_Angle_Y_TO,Sha_Foot_Angle_Y_MAX,Sha_Foot_Angle_Y_MAX_time,Sha_Foot_Angle_Y_MIN,Sha_Foot_Angle_Y_MIN_time,Sha_Foot_Angle_Z_HS,Sha_Foot_Angle_Z_MAX_ST,Sha_Foot_Angle_Z_MAX_ST_time,Sha_Foot_Angle_Z_MAX_SW,Sha_Foot_Angle_Z_MAX_SW_time,Sha_Foot_Angle_Z_MIN_ST,Sha_Foot_Angle_Z_MIN_ST_time,Sha_Foot_Angle_Z_MIN_SW,Sha_Foot_Angle_Z_MIN_SW_time,Sha_Foot_Angle_Z_ROM,Sha_Foot_Angle_Z_TO,Sha_Foot_Angle_Z_MAX,Sha_Foot_Angle_Z_MAX_time,Sha_Foot_Angle_Z_MIN,Sha_Foot_Angle_Z_MIN_time,Group
A1,L,-47.145,-44.581,46.154,-47.654,100,-53.058,56.41,-53.695,57.692,9.1139,-53.058,-44.581,46.154,-53.695,57.692,-53.695,57.692,38.915,40.082,2.5641,45.96,61.538,28.439,35.897,33.413,85.897,17.521,38.839,45.96,61.538,28.439,35.897,16.922,28.251,56.41,31.115,58.974,9.2327,34.615,14.166,85.897,21.883,28.251,31.115,58.974,9.2327,34.615,10.167,13.995,46.154,9.8077,100,6.2709,56.41,5.2019,58.974,8.7927,6.2709,13.995,46.154,5.2019,58.974,5.2019,58.974,33.9,34.206,1.2821,33.968,61.538,28.531,28.205,30.899,83.333,5.6751,33.226,34.206,1.2821,28.531,28.205,-14.697,-8.0898,56.41,-8.0603,57.692,-16.727,41.026,-14.477,100,8.6666,-8.0898,-8.0603,57.692,-16.727,41.026,-61.965,-61.383,10.256,-60.999,94.872,-64.684,56.41,-65.856,61.538,4.8572,-64.684,-60.999,94.872,-65.856,61.538,-18.969,-16.653,3.8462,-19.623,100,-26.961,53.846,-24.709,57.692,10.308,-26.06,-16.653,3.8462,-26.961,53.846,-20.354,-18.012,26.923,-20.674,100,-22.896,56.41,-24.34,69.231,6.3279,-22.896,-18.012,26.923,-24.34,69.231,2.6176,7.4668,23.077,7.2235,94.872,-9.841,56.41,-15.555,61.538,23.022,-9.841,7.4668,23.077,-15.555,61.538,-15.555,61.538,-0.0045015,16.342,56.41,16.438,57.692,-5.2265,17.949,-0.95476,85.897,21.665,16.342,16.438,57.692,-5.2265,17.949,19.063,30.685,56.41,32.234,57.692,3.6011,10.256,14.785,66.667,28.633,30.685,32.234,57.692,3.6011,10.256,-0.20682,6.9134,29.487,3.1916,96.154,-15.781,56.41,-22.281,61.538,29.194,-15.781,6.9134,29.487,-22.281,61.538,-22.281,61.538,12.176,24.464,56.41,26.426,58.974,1.4007,30.769,6.4305,85.897,25.025,24.464,26.426,58.974,1.4007,30.769,12.967,32.356,56.41,33.908,57.692,-3.3221,10.256,9.9131,85.897,37.23,32.356,33.908,57.692,-3.3221,10.256,Autism
A1,R,-39.76,-32.731,48.101,-40.629,100,-43.745,58.228,-46.18,60.759,13.449,-43.745,-32.731,48.101,-46.18,60.759,-46.18,60.759,30.121,31.931,58.228,39.011,64.557,25.634,15.19,27.219,88.608,13.376,31.931,39.011,64.557,25.634,15.19,15.571,28.024,58.228,32.022,62.025,13.713,13.924,15.171,100,18.309,28.024,32.022,62.025,13.713,13.924,1.3021,8.1862,44.304,0.67943,100,-2.8241,58.228,-4.893,60.759,13.079,-2.8241,8.1862,44.304,-4.893,60.759,-4.893,60.759,22.493,24.413,58.228,26.298,65.823,21.31,13.924,21.362,87.342,4.9881,24.413,26.298,65.823,21.31,13.924,-13.879,-8.8555,58.228,-7.4766,60.759,-16.979,43.038,-14.313,100,9.5026,-8.8555,-7.4766,60.759,-16.979,43.038,-48.535,-48.298,1.2658,-48.656,98.734,-51.456,58.228,-53.022,64.557,4.7234,-51.456,-48.298,1.2658,-53.022,64.557,0.93518,2.7762,5.0633,1.263,67.089,-3.0825,58.228,-2.7884,59.494,5.8587,-3.0825,2.7762,5.0633,-3.0825,58.228,8.5708,14.051,49.367,10.85,65.823,8.4559,12.658,7.753,98.734,6.2984,11.209,14.051,49.367,7.753,98.734,5.3139,10.07,35.443,8.756,84.81,-8.6889,58.228,-16.169,63.291,26.239,-8.6889,10.07,35.443,-16.169,63.291,-16.169,63.291,2.9322,10.142,58.228,12.395,62.025,-2.9606,40.506,1.7194,87.342,15.356,10.142,12.395,62.025,-2.9606,40.506,4.8994,11.954,58.228,14.92,60.759,-8.9714,12.658,0.90464,69.62,23.891,11.954,14.92,60.759,-8.9714,12.658,2.3769,10.538,34.177,5.1688,84.81,-19.024,58.228,-28.7,62.025,39.238,-19.024,10.538,34.177,-28.7,62.025,-28.7,62.025,10.286,13.081,58.228,19.983,67.089,1.6122,15.19,5.6826,87.342,18.371,13.081,19.983,67.089,1.6122,15.19,1.2196,15.539,58.228,18.521,60.759,-12.307,12.658,-0.14295,97.468,30.827,15.539,18.521,60.759,-12.307,12.658,Autism
A10,L,-67.379,-62.967,58.333,-66.037,73.611,-68.082,28.472,-70.377,95.139,7.41,-66.205,-62.967,58.333,-70.377,95.139,-67.869,65.972,7.7229,14.513,59.028,16.852,77.778,7.5029,27.778,3.3829,96.528,13.469,9.7628,16.852,77.778,3.3829,96.528,3.3502,11.071,61.806,12.434,69.444,1.771,27.778,-0.29236,97.222,12.727,10.376,12.434,69.444,-0.29236,97.222,14.425,24.46,55.556,19.026,75,14.425,0.69444,10.903,95.833,13.557,16.147,24.46,55.556,10.903,95.833,14.64,65.972,15.065,15.703,63.194,16,67.361,12.164,52.083,14.298,86.111,3.8368,15.702,16,67.361,12.164,52.083,11.834,13.826,63.889,14.406,65.278,7.4699,52.083,9.53,77.083,6.9359,13.826,14.406,65.278,7.4699,52.083,-70.055,-69.935,0.69444,-69.275,97.222,-77.248,52.083,-74.902,77.778,7.9727,-71.325,-69.275,97.222,-77.248,52.083,-51.327,-49.251,4.1667,-51.381,89.583,-66.178,55.556,-56.728,75.694,16.928,-53.618,-49.251,4.1667,-66.178,55.556,-66.056,-65.036,4.1667,-65.526,64.583,-78.885,55.556,-71.261,75,13.849,-65.578,-65.036,4.1667,-78.885,55.556,-7.2697,15.382,52.778,13.156,81.25,-15.139,4.8611,-8.5419,100,30.521,0.84073,15.382,52.778,-15.139,4.8611,-3.3697,66.667,6.8489,12.9,61.111,12.226,68.75,3.352,15.972,6.0358,100,9.5477,12.266,12.9,61.111,3.352,15.972,-4.9923,0.28973,63.889,4.2674,67.361,-10.858,9.7222,-6.242,81.25,15.125,0.28973,4.2674,67.361,-10.858,9.7222,-12.589,13.93,53.472,8.6531,80.556,-18.315,4.8611,-13.784,100,32.245,-4.3511,13.93,53.472,-18.315,4.8611,-8.9527,66.667,4.4915,13.366,59.722,12.72,69.444,1.8111,25.694,3.3231,95.833,11.555,10.606,13.366,59.722,1.8111,25.694,-3.0226,5.9317,63.889,9.633,66.667,-10.084,9.7222,-4.2754,81.944,19.717,5.9317,9.633,66.667,-10.084,9.7222,Autism
A10,R,-67.367,-60.634,57.664,-65.881,81.022,-66.661,34.307,-68.579,98.54,7.9452,-66.419,-60.634,57.664,-68.579,98.54,-67.098,67.153,9.1434,24.923,61.314,16.387,78.832,10.329,0.72993,7.5303,97.81,17.392,17.623,24.923,61.314,7.5303,97.81,-0.031395,16.712,62.774,9.9192,66.423,0.77955,0.72993,-1.0817,98.54,17.794,11.712,16.712,62.774,-1.0817,98.54,10.094,22.802,56.934,11.884,81.022,11.058,65.693,8.464,91.971,14.338,11.058,22.802,56.934,8.464,91.971,10.133,67.153,16.296,19.026,64.234,18.54,66.423,14.219,48.905,16.087,83.212,4.8069,18.753,19.026,64.234,14.219,48.905,0.51125,1.8041,65.693,1.9591,66.423,-4.3158,56.934,-0.6803,81.022,6.2749,1.8041,1.9591,66.423,-4.3158,56.934,-69.393,-69.727,0.72993,-68.872,96.35,-79.681,56.934,-71.896,81.022,10.808,-70.985,-68.872,96.35,-79.681,56.934,-44.06,-40.319,48.905,-39.42,81.752,-50.554,57.664,-44.76,96.35,11.134,-43.552,-39.42,81.752,-50.554,57.664,-51.932,-48.517,48.905,-47.541,81.752,-57.144,57.664,-52.175,96.35,9.6037,-49.648,-47.541,81.752,-57.144,57.664,3.2363,16.648,54.745,13.523,81.752,-10.185,6.5693,-0.64478,67.883,26.833,1.0903,16.648,54.745,-10.185,6.5693,-0.64478,67.883,7.3082,15.885,62.774,12.405,66.423,3.4914,4.3796,7.8917,100,12.394,13.405,15.885,62.774,3.4914,4.3796,6.6003,12.515,65.693,12.497,66.423,0.057545,11.679,2.6179,72.263,12.457,12.515,12.515,65.693,0.057545,11.679,-3.8935,12.291,54.745,6.4642,81.752,-15.369,6.5693,-9.7548,67.153,27.66,-8.7303,12.291,54.745,-15.369,6.5693,-9.7548,67.153,-0.071561,17.843,61.314,5.9687,66.423,-2.3759,3.6496,-0.07876,100,20.219,7.8666,17.843,61.314,-2.3759,3.6496,4.2035,13.746,65.693,13.343,66.423,-3.2034,11.679,1.2755,72.993,16.949,13.746,13.746,65.693,-3.2034,11.679,Autism
A11,L,-55.389,-47.5,44.578,-53.674,86.747,-58.814,57.831,-61.288,61.446,13.788,-58.814,-47.5,44.578,-61.288,61.446,-61.288,61.446,-5.2562,1.7786,45.783,-2.9232,100,-11.359,57.831,-15.532,62.651,17.311,-11.359,1.7786,45.783,-15.532,62.651,-25.312,-20.457,48.193,-22.75,100,-27.873,1.2048,-29.811,63.855,9.3538,-25.3,-20.457,48.193,-29.811,63.855,12.929,21.124,45.783,14.238,75.904,11.932,1.2048,8.7619,63.855,12.362,12.01,21.124,45.783,8.7619,63.855,8.7619,63.855,16.145,16.696,57.831,17.268,61.446,13.966,25.301,15.136,89.157,3.3021,16.696,17.268,61.446,13.966,25.301,8.0427,10.85,57.831,11.273,61.446,5.4074,40.964,8.0658,100,5.8653,10.85,11.273,61.446,5.4074,40.964,-51.813,-49.663,10.843,-49.8,86.747,-53.243,42.169,-52.841,59.036,3.5799,-52.851,-49.663,10.843,-53.243,42.169,-39.745,-36.363,33.735,-39.308,100,-46.728,57.831,-47.845,60.241,11.482,-46.728,-36.363,33.735,-47.845,60.241,-63.273,-58.503,32.53,-62.542,100,-67.514,57.831,-68.904,60.241,10.401,-67.514,-58.503,32.53,-68.904,60.241,1.374,7.2046,20.482,2.7424,91.566,-14.072,57.831,-19.212,61.446,26.417,-14.072,7.2046,20.482,-19.212,61.446,-19.212,61.446,8.5825,19.561,57.831,20.185,59.036,0.81366,14.458,8.6574,100,19.371,19.561,20.185,59.036,0.81366,14.458,8.3853,13.781,57.831,17.558,61.446,-1.0361,12.048,4.0604,83.133,18.595,13.781,17.558,61.446,-1.0361,12.048,-2.8216,6.1222,20.482,-1.1093,90.361,-21.076,57.831,-27.322,61.446,33.444,-21.076,6.1222,20.482,-27.322,61.446,-27.322,61.446,6.6065,15.516,57.831,15.588,59.036,0.98341,9.6386,7.089,87.952,14.604,15.516,15.588,59.036,0.98341,9.6386,3.5815,13.828,57.831,17.475,61.446,-6.4306,13.253,-0.18051,83.133,23.905,13.828,17.475,61.446,-6.4306,13.253,Autism
A11,R,-59.052,-52.638,45.122,-58.696,100,-64.169,57.317,-67.574,60.976,14.935,-64.169,-52.638,45.122,-67.574,60.976,-67.574,60.976,30.846,33.187,13.415,31.733,100,25.554,54.878,25.176,86.585,8.0108,26.327,33.187,13.415,25.176,86.585,9.8954,13.963,57.317,16.171,60.976,4.2381,28.049,5.4554,86.585,11.932,13.963,16.171,60.976,4.2381,28.049,7.6507,14.801,42.683,8.6191,97.561,3.2449,57.317,1.1837,60.976,13.617,3.2449,14.801,42.683,1.1837,60.976,1.1837,60.976,23.561,24.212,7.3171,24.217,97.561,22.061,26.829,20.846,73.171,3.3706,22.152,24.217,97.561,20.846,73.171,-7.6139,-0.74959,57.317,-0.43936,59.756,-10.667,42.683,-7.6001,100,10.227,-0.74959,-0.43936,59.756,-10.667,42.683,-64.274,-62.664,53.659,-63.199,86.585,-66.653,39.024,-65.69,75.61,3.989,-63.653,-62.664,53.659,-66.653,39.024,-21.676,-18.162,47.561,-21.129,90.244,-26.026,57.317,-27.611,60.976,9.4488,-26.026,-18.162,47.561,-27.611,60.976,-31.09,-26.704,48.78,-30.069,90.244,-33.563,57.317,-36.06,62.195,9.3567,-33.563,-26.704,48.78,-36.06,62.195,-0.12419,6.768,21.951,4.8459,86.585,-15.432,57.317,-19.913,60.976,26.681,-15.432,6.768,21.951,-19.913,60.976,-19.913,60.976,1.8857,15.006,57.317,14.802,58.537,-8.2745,14.634,-0.56266,87.805,23.281,15.006,15.006,57.317,-8.2745,14.634,11.468,23.157,57.317,24.161,58.537,4.02,10.976,6.5451,82.927,20.141,23.157,24.161,58.537,4.02,10.976,-4.073,6.7801,25.61,2.3383,86.585,-26.31,57.317,-30.056,59.756,36.837,-26.31,6.7801,25.61,-30.056,59.756,-30.056,59.756,7.4387,10.634,53.659,10.747,98.78,-0.48286,7.3171,2.3671,62.195,11.229,7.8101,10.747,98.78,-0.48286,7.3171,6.7071,22.89,57.317,23.285,58.537,-1.8897,10.976,2.4148,82.927,25.175,22.89,23.285,58.537,-1.8897,10.976,Autism
A12,L,-49.274,-39.641,50.435,-48.604,80.87,-52.725,60.87,-54.815,63.478,15.173,-52.725,-39.641,50.435,-54.815,63.478,-54.815,63.478,23.746,24.587,2.6087,23.966,99.13,12.919,60.87,10.984,62.609,13.603,12.919,24.587,2.6087,10.984,62.609,10.376,11.31,2.6087,10.295,99.13,4.277,25.217,5.9934,64.348,7.0327,8.6058,11.31,2.6087,4.277,25.217,11.942,22.335,47.826,14.053,86.087,11.526,6.087,10.284,63.478,12.051,11.803,22.335,47.826,10.284,63.478,10.284,63.478,12.966,13.203,55.652,13.132,99.13,9.4238,19.13,9.2254,63.478,3.9771,10.281,13.203,55.652,9.2254,63.478,-16.22,-13.97,60.87,-13.722,61.739,-19.249,47.826,-16.899,86.957,5.5271,-13.97,-13.722,61.739,-19.249,47.826,-64.919,-64.318,53.043,-64.815,97.391,-66.993,60.87,-67.185,71.304,2.8663,-66.993,-64.318,53.043,-67.185,71.304,8.651,12.185,53.043,8.512,98.261,-0.022722,60.87,-2.3117,63.478,14.497,-0.022722,12.185,53.043,-2.3117,63.478,12.419,17.21,55.652,12.54,78.261,10.22,60.87,7.4865,63.478,9.7237,10.22,17.21,55.652,7.4865,63.478,-3.6445,12.215,47.826,3.0535,79.13,-3.8256,4.3478,-4.9485,100,17.163,-2.4166,12.215,47.826,-4.9485,100,-4.5375,63.478,9.9619,10.383,0.86957,11.089,78.261,-0.73419,18.261,7.3499,63.478,11.823,8.5454,11.089,78.261,-0.73419,18.261,14.16,17.823,60.87,19.122,62.609,9.9566,7.8261,14.265,80,9.1659,17.823,19.122,62.609,9.9566,7.8261,-10.31,10.113,46.957,-3.0584,80,-10.251,3.4783,-12.528,63.478,22.641,-10.071,10.113,46.957,-12.528,63.478,-12.528,63.478,15.966,16.622,0.86957,16.63,98.261,1.9427,13.043,4.3788,63.478,14.687,7.3371,16.63,98.261,1.9427,13.043,10.522,16.984,60.87,17.827,62.609,4.9694,8.6957,10.634,89.565,12.858,16.984,17.827,62.609,4.9694,8.6957,Autism
A12,R,-52.788,-42.067,53.097,-51.845,78.761,-54.02,4.4248,-54.562,63.717,12.495,-53.123,-42.067,53.097,-54.562,63.717,-54.562,63.717,18.462,21.732,57.522,20.108,82.301,17.112,4.4248,17.669,100,4.6196,19.834,21.732,57.522,17.112,4.4248,15.257,21.328,60.177,19.919,62.832,13.971,5.3097,14.636,100,7.3567,20.656,21.328,60.177,13.971,5.3097,12.367,22.733,52.212,13.797,78.761,12.15,4.4248,11.452,96.46,11.281,12.713,22.733,52.212,11.452,96.46,11.702,63.717,13.105,16.605,58.407,14.343,62.832,11.238,29.204,12.776,100,5.3677,14.804,16.605,58.407,11.238,29.204,-7.2502,-6.6679,61.947,-6.4969,62.832,-10.147,55.752,-7.6176,84.956,3.6503,-6.6679,-6.4969,62.832,-10.147,55.752,-67.928,-67.958,30.088,-67.456,96.46,-69.756,61.947,-69.754,62.832,2.3001,-69.756,-67.456,96.46,-69.756,61.947,-1.7044,11.428,44.248,1.6075,85.841,-3.001,4.4248,-3.4301,63.717,14.858,-2.1147,11.428,44.248,-3.4301,63.717,3.3576,16.06,44.248,6.6217,85.841,1.8201,4.4248,2.8897,100,14.24,6.1329,16.06,44.248,1.8201,4.4248,3.6427,14.343,51.327,10.927,82.301,-4.1316,6.1947,3.4505,63.717,18.475,4.3156,14.343,51.327,-4.1316,6.1947,3.4505,63.717,8.8133,14.173,59.292,12.13,62.832,3.5719,11.504,8.0692,100,10.602,12.791,14.173,59.292,3.5719,11.504,5.3613,8.6483,61.947,8.4993,62.832,-0.23145,10.619,3.5177,96.46,8.8798,8.6483,8.6483,61.947,-0.23145,10.619,-2.8364,10.498,49.558,4.2855,81.416,-10.057,6.1947,-4.621,62.832,20.555,-4.2223,10.498,49.558,-10.057,6.1947,-4.621,62.832,4.2893,15.854,57.522,8.7508,82.301,-1.0796,5.3097,3.0126,100,16.933,8.3385,15.854,57.522,-1.0796,5.3097,6.0277,12.365,61.947,11.946,62.832,-0.076912,10.619,4.4443,97.345,12.442,12.365,12.365,61.947,-0.076912,10.619,Autism
